ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
DEMO-00068,2025-02-10 11:47,2025-02-10 14:43,2025-02-13 09:27,resolved,email,DEMO-C00068,DEMO-ORDER,VA-EB-PL1,Returns & Refunds,Low,Returns Desk,DEMO-A008,0,0.0,2124.0,RETURN-QC-OK,N,"i have been a loyal customer & this is how u treat me.  my pulse purchased a month ago, order vr887548. u picked up the item 13 dasy ago & my money hasn't come back. i already emailed twice. fix this or i am posting on twitter.","1. Refund delay
2. Checked reverse pkp QC status
3. [NAME] 2124",legacy_fd
DEMO-00069,2026-05-14 07:08,2026-05-14 09:43,2026-05-14 10:06,resolved,email,DEMO-C00069,DEMO-ORDER,VA-EB-PL2,Returns & Refunds,High,Returns Desk,DEMO-A009,0,,,,Y,"hey,
pulse2 purchased last week, order vr908761.  received damaged product.
i refused nothing as i didn't notice till later. nothing changed.
i want a replacement.
please revert, rajat chopra","Cx says transit damage. Photos received, damage confirmed. Refund initiated.",helpdesk
DEMO-00070,2026-02-01 05:12,2026-02-01 07:38,,open,email,DEMO-C00070,DEMO-ORDER,VA-HP-ST3,Connectivity,High,Email Frontline,DEMO-A010,0,,,,N,bluetooth keeps cutting out,"cx states prior ticket for same issue. 1. bt dropouts
2. checked interference sources
3. advised, cx will monitor -YM",helpdesk
DEMO-00071,2026-03-14 16:43,2026-03-14 16:44,2026-03-14 17:08,resolved,chat,DEMO-C00071,,VA-EB-PL2,App & Firmware,Normal,Chat Frontline,DEMO-A011,0,,,,N,"Product: Pulse2
Order: [ID]
Purchased: 15-02-2026
Issue: update failed and now it won't turn on
Tried: kept it in the case
Expected: refund",replacement raised (bricked). issue: fw update stuck. checked fw 2.3.3 rollout.,helpdesk
DEMO-00072,2025-12-27 20:05,2025-12-27 21:10,2025-12-27 21:27,resolved,voice,DEMO-C00072,DEMO-ORDER,VA-SW-FIT,Other,Normal,Voice Frontline,DEMO-A012,0,,,,N,[IVR transcript] Honestly reggretting this purchase.  I bought the fit band on December 24. entered wrong pincode. I already tride editing in app. Refund. Now.,"cx reached out - address update. updated address w/ crr. already dispatched, advised to redirect w/ crr. ~Vihaan",helpdesk
DEMO-00073,2026-03-19 16:46,2026-03-19 16:50,,open,chat,DEMO-C00073,,VA-EB-PL2,Other,High,Chat Frontline,DEMO-A013,0,,3324.0,CANCEL,N,"hi
please cancel, ordered by mistake
my pulse 2","1. order cancellation
2. cancelled before dispatch
3. full rfnd processed (3324)",helpdesk
DEMO-00074,2025-04-02 17:07,2025-04-02 17:10,2025-04-02 11:53,resolved,chat,DEMO-C00074,DEMO-ORDER,VA-SW-FIT,Account & Login,Normal,Chat Frontline,DEMO-A014,0,0.0,,,N,"To the [NAME] [NAME],

I am writing with reference to my order of [NAME] ([ID]) placed on 25/02. Cannot login to my account. I have tried 5 times. I request you to process a refund to my original payment method.

Regards,
[NAME]","cx states login issue. checked otp logs. otp resent, cx logged in. ~Ayaan",legacy_fd
DEMO-00075,2026-01-25 16:21,2026-01-25 16:29,2026-01-25 17:01,resolved,chat,DEMO-C00075,,VA-EB-PL2,App & Firmware,Normal,Chat Frontline,DEMO-A015,0,4.0,,,N,"[NAME]/Madam,

I am writing with reference to my order of Pulse 2 placed on 16 Dec. Battery drains very fast, barely lasts 2 hours. I have turned off always-on display. I request you to proivde a resolution within 3 working days.

Yorus faithfully,
[NAME]",closed,helpdesk
DEMO-00076,2025-08-31 15:56,2025-08-31 15:58,2025-08-31 11:07,resolved,chat,DEMO-C00076,DEMO-ORDER,VA-EB-PL2,Connectivity,Normal,Chat Frontline,DEMO-A016,0,0.0,,,N,"Very poor quality. Pulse2 purchased last month, order [ID]. keeps losing my phone if I walk to the other room. I already reset both devices. Fix this or I am posting on twitter.","1. intermittent disconnects
2. checked fw 1.4.5
3. adv, cx will monitor",legacy_fd
DEMO-00077,2025-10-27 22:44,2025-10-27 22:47,2025-10-27 23:18,resolved,chat,DEMO-C00077,DEMO-ORDER,VA-SP-ORB,Charging & Battery,Normal,Chat Frontline,DEMO-A017,0,,,,N,"hey
the progress bar has not mooved since morning",Contact re firmware update failed. Asked cx to keep in case 30 min. Replacement raised (bricked). Cx satisfied on chat. //ROH,helpdesk
DEMO-00078,2025-12-02 15:24,2025-12-02 15:28,2025-12-02 15:51,resolved,chat,DEMO-C00078,DEMO-ORDER,VA-HP-ST3,Billing & Payments,High,Billing,DEMO-A018,0,,,,N,"Product: my Strata 3 headphones
Order: [ID]
Purchased: 20-11-2025
Issue: the invoice PDF link gives a 404
Tried: checked orders page
Expected: fix",closed ~Diya,helpdesk
DEMO-00079,2025-05-16 10:08,2025-05-16 10:10,2025-05-16 05:19,resolved,chat,DEMO-C00079,DEMO-ORDER,VA-EB-PL1,Connectivity,Normal,Chat Frontline,DEMO-A019,0,0.0,,,N,really frustrating. ordered pulse earbuds a month ago. audio keeps disconnecting evey few minutes. i already kpet phone in hand. fix this or i am posting on twitter.,"1. Intermittent disconnects
2. Checked interference sources
3. Replacement raised",legacy_fd
DEMO-00080,2025-05-05 14:40,2025-05-05 15:04,2025-05-07 15:19,resolved,chat,DEMO-C00080,,VA-NB-ARC,Delivery & Shipping,Normal,Logistics,DEMO-A020,0,3.0,,,N,package not delivered even after 18 days,"crr conf dlvry for 08 may, cx informed. issue: dlvry delayed. conf address w/ cx. [closed]",helpdesk
DEMO-00081,2025-11-30 19:22,2025-11-30 19:25,,open,chat,DEMO-C00081,DEMO-ORDER,VA-SP-ORB,Other,Normal,Chat Frontline,DEMO-A001,0,4.0,,,N,"Hi, Bought my Orbit around May 23 from vireo.in. It connects for a second and then vanishes from the device list. I restarted the phone. Nothing changed. Honestly regretting this purchase. I want my money back. RGDS ANANYA","re-pair successful, rslvd on chat. issue: device not discoverable. chk phone os version.",helpdesk
DEMO-00082,2026-01-10 08:01,2026-01-10 09:00,2026-01-10 09:24,resolved,voice,DEMO-C00082,DEMO-ORDER,VA-EB-PL2,Product Enquiry,Normal,Voice Frontline,DEMO-A002,0,4.0,,,N,"Hey,
Got the Pulse 2 earbuds from Flipkart a month ago.  Discount was not applied at checkout.
I tried in caps.
Please advise.
Thank you","1. Coupon not applied
2. Checked cart eligibility
3. Store credit issued (SOP 2.7) ~Farah",helpdesk
DEMO-00083,2025-08-10 07:28,2025-08-10 08:15,2025-08-11 03:06,resolved,email,DEMO-C00083,,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,DEMO-A003,0,0.0,,,N,pickup scheduled but no one showed up,Cx reported reverse pickup pending. Checked pickup AWB. Refund processed without pickup as goodwill. Follow-up not required.,legacy_fd
DEMO-00084,2025-03-24 11:39,2025-03-24 11:42,,open,chat,DEMO-C00084,,VA-EB-AIR,Warranty & Repair,Normal,Escalations & Warranty,DEMO-A004,0,0.0,,,Y,really frustrating.  i bought airlite earbuds on 17/03. left bud won't charge een after keepig it in the case overnight. i already tried a different cable. this is the last time i buy from you.,"Cust contacted re left earbud not taking charge. Asked for photo of the bud contacts. Replacement approved, reverse pickup arranged. ~Vivaan",legacy_fd
DEMO-00085,2025-04-29 10:27,2025-04-29 10:33,2025-05-01 10:49,resolved,voice,DEMO-C00085,,VA-SP-ORB,Returns & Refunds,Normal,Returns Desk,DEMO-A005,0,3.0,1080.0,RETURN-QC-OK,N,[IVR transcript] Really frustrating.  [NAME] speaker from vireo.in last month. where is the money for the return. I already checked bank. Refund. Now.,Customer states refund not credited. Checked refund status on PG. Full refund processed (1080).,helpdesk
DEMO-00086,2025-11-15 20:18,2025-11-15 21:36,2025-11-15 21:56,closed,email,DEMO-C00086,,VA-SP-MINI,Returns & Refunds,Normal,Returns Desk,DEMO-A006,0,,300.0,RETURN-QC-OK,N,i am losing patience. ordered the mini speaker 2 weeks ago. pickup scheduled but no one showed up. i already called courier. escalate this to someone senior.,"1. Pickup missed
2. Checked pickup AWB
3. rfnd of Rs 300 initiated to source",helpdesk
DEMO-00087,2025-07-12 10:15,2025-07-12 15:52,2025-07-12 10:36,resolved,social,DEMO-C00087,DEMO-ORDER,VA-EB-PL1,Audio Quality,Normal,Chat Frontline,DEMO-A007,0,0.0,,,N,"to the vireo customer care team,

i am writing witth reference to my order of my pusle (vr894418) placed on 07/06. static noise when playing music. i have tried wireed mode. i request you to kindly arrrange a replacement.

regards,
rohit saxena","audio distortion | asked for a recording -> fw update, cx to monitor",legacy_fd
DEMO-00088,2025-04-17 17:35,2025-04-17 18:43,2025-04-17 13:32,resolved,email,DEMO-C00088,DEMO-ORDER,VA-EB-AIR,Connectivity,Normal,Email Frontline,DEMO-A008,1,0.0,,,N,"[NAME]/Madam, Third time now. Bought airlite earbuds around February 26 from Amazon. Keeps losing my phone if I walk to the other room. I kept phone in hand. Nothing changed. Waiting for your reply. Regards, [NAME]","cx unhappy, contacted earlier re same. done ~Diya",legacy_fd
DEMO-00089,2026-02-09 16:14,2026-02-09 18:01,2026-02-09 18:15,resolved,voice,DEMO-C00089,,VA-SW-FIT,Returns & Refunds,Normal,Returns Desk,DEMO-A009,1,,1599.0,RETURN-QC-OK,N,"refund not received yet, kindly look into it","1. Refund not credited
2. Checked refund status on PG
3. Refund confirmed credited",helpdesk
DEMO-00090,2025-09-03 20:33,2025-09-03 20:39,2025-09-03 15:29,resolved,chat,DEMO-C00090,DEMO-ORDER,VA-HP-ST3,Delivery & Shipping,Normal,Logistics,DEMO-A010,0,0.0,,,N,"namaste, this is regarding strata 3. the courier marked it delivered but nobody in my house got anything. i checked with neighbours. nothing changed. can someone fix this?",contact re delivery delayed. chk awb with crr. rfnd initiated as lost in transit. follow-up not required. [closed],legacy_fd
DEMO-00091,2025-04-22 00:23,2025-04-22 02:05,2025-04-21 20:56,resolved,email,DEMO-C00091,,VA-NB-ARC,Billing & Payments,High,Billing,DEMO-A011,0,4.0,,,N,Really frustrating.  This is regarding Arc neckband. coupon code not working. I already tired in caps. Escalate this to someone senior.,"1. Promo code invalid
2. Checked coupon validity
3. Partial refund of discount amount issued -MM",legacy_fd
DEMO-00092,2026-02-03 10:22,2026-02-03 10:29,2026-02-03 10:57,resolved,chat,DEMO-C00092,DEMO-ORDER,VA-SP-ORB,App & Firmware,Normal,Chat Frontline,DEMO-A012,0,,,,N,"product: the orbit smart speaker
order: vr903872
purchased: 28/12
issue: app crashes when i open device settings
tried: cleared cache
expected: refund","Cust contacted re app crash on device page. Known issue on Android 14 - bug logged. adv beta build, resolved. (SOP 2.7)",helpdesk
DEMO-00093,2026-05-05 19:17,2026-05-05 19:22,2026-05-08 19:35,closed,chat,DEMO-C00093,,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,DEMO-A013,0,,,,N,"hi
i haven't receeived my order
my nexa 2 watch
kindly do the needful","1. Delivery delayed
2. Raised tickte w/ crr partner
3. Refund initiaated as lost in transit",helpdesk
DEMO-00094,2025-08-14 12:30,2025-08-14 12:39,2025-08-14 07:28,resolved,voice,DEMO-C00094,DEMO-ORDER,VA-SW-NX1,Charging & Battery,Normal,Voice Frontline,DEMO-A014,0,3.0,,,N,this is regrading the nexa smartwatch.  battery draining even when not in use. i want my money back. regards,rlc raised after test. Issue: poor battery backup. Checked FW 1.6.0. (SOP 5.4) ~Farah,legacy_fd
DEMO-00095,2025-11-06 11:09,2025-11-06 11:14,2025-11-06 11:24,resolved,chat,DEMO-C00095,,VA-SP-ORB,Billing & Payments,High,Billing,DEMO-A015,0,,,,N,"product: the orbit smart speaker
purchased: 29-10-2025
issue: coupon code not working
tried: tried on app and website
expected: fix","issue: discount not applied | checked cart eligibility -> advised coupon terms, resolved",helpdesk
DEMO-00096,2026-01-27 20:59,2026-01-27 21:00,2026-01-27 21:27,resolved,chat,DEMO-C00096,,VA-EB-PL2,Audio Quality,Normal,Chat Frontline,DEMO-A016,0,,,,N,"hi team,
i bought pulse 2 buds on 10/10. one of them is just decoratoin at this point.
how do i get this fixed?
please revert",replacement raised. issue: right side silent. walked through reset.,helpdesk
DEMO-00097,2026-05-09 12:38,2026-05-09 12:46,2026-05-12 13:03,resolved,chat,DEMO-C00097,DEMO-ORDER,VA-AC-CASE,Returns & Refunds,Normal,Returns Desk,DEMO-A017,0,,1234.0,RETURN-QC-OK,N,"Hi, Bought replacement csae around 25/04 frmo Amazon. You picked up the iem 5 days ago and my money hasn't come back. I checked bank. Please call me on my registered number. [NAME]",Ticket raised for refund delay. Checked reverse pickup QC status. Full refund processed (1234).,helpdesk
DEMO-00098,2025-12-27 18:16,2025-12-27 23:25,2025-12-27 23:47,resolved,email,DEMO-C00098,DEMO-ORDER,VA-EB-PL2,Connectivity,Normal,Email Frontline,DEMO-A018,0,,,,N,"Hi, I bought the Pulse 2 earbuds on November 05. Bleutooth keeps cutting out. I kept phone in hand. Nothing changed. What do I do now? Thanks, Riika",contact re bt dropouts. checked interference sources. replacement raised.,helpdesk
DEMO-00099,2026-04-09 06:00,2026-04-09 07:29,2026-04-09 08:03,resolved,email,DEMO-C00099,,VA-EB-PL2,Billing & Payments,Normal,Billing,DEMO-A019,0,3.0,3499.0,DUP-PAYMENT,N,"hi
my earlier ticket got closed without a fix.
my bank says rs 4999 went to you but your site says i have no orders
kindly do the needful",issue: failed order after payment | checked pg dashboard for txn -> refund of rs 3499 initiated to source,helpdesk
DEMO-00100,2025-11-22 06:13,2025-11-22 06:57,2025-11-22 07:11,resolved,social,DEMO-C00100,DEMO-ORDER,VA-EB-PL2,Billing & Payments,High,Billing,DEMO-A020,0,5.0,,,N,"Hi team, I bought the Pulse 2 earbuds on 12-11-2025. Plesae share invoice wiht GST number. I tried different browser. Waiting for your reply. Thanks in advance, [NAME]",Cx reported GST invoice request. Regenerated invoice. GST invoice regenerated and shared. (SOP 5.4) -MM,helpdesk
DEMO-00101,2026-04-27 14:28,2026-04-27 14:30,2026-04-27 15:03,resolved,chat,DEMO-C00101,DEMO-ORDER,VA-SW-FIT,Returns & Refunds,Normal,Returns Desk,DEMO-A001,0,5.0,,,N,"Hi,
Ordered my [NAME] band last month. Still waiting for my refund.
I want my money back.
Please revert, Lakshmi","1. Refund pending
2. Checked refund status on PG
3. Refund reprocessed",helpdesk
DEMO-00102,2026-03-23 20:00,2026-03-23 20:06,2026-03-23 20:30,resolved,chat,DEMO-C00102,DEMO-ORDER,VA-EB-PL1,App & Firmware,Low,Chat Frontline,DEMO-A002,0,5.0,,,N,"Hi team,
[NAME] earbuds from Amazon last week.  [NAME] app keeps crashing.
I cleared cache. Nothing changed.
Not acceptable at this price.
Kindly look into it.
Thanks in advance [NAME]","1. app crashing
2. asked for phone model + os
3. cleared cache, resolved",helpdesk
DEMO-00103,2025-08-10 20:48,2025-08-10 20:49,2025-08-12 15:42,resolved,chat,DEMO-C00103,DEMO-ORDER,VA-EB-PL1,Delivery & Shipping,Normal,Logistics,DEMO-A003,0,0.0,,,N,Pathetic experince honestly. Following up on my earlier complaint - noothing has changed. This is regarding my Pulse. I ordered my Pulse and got something else. I already rechecked my order. Refund. Now.,"cx says was told fixed last time. reported: incorrect product shipped. raised with warehouse. rfnd issued, cx did not want rplc. cx informed. [closed]",legacy_fd
DEMO-00104,2025-04-17 03:53,2025-04-17 05:05,2025-04-22 00:03,resolved,social,DEMO-C00104,DEMO-ORDER,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,DEMO-A004,0,3.0,,,N,really frustrating. raised this last month and was told it was resolved. i bought nexa 2 on 05/04. order status stuck on shipped since 05/04. i already checked with neighbours. fix this or i am posting on twitter.,"Tickte raised for shipment not received. Raised ticket w/ crr partner. RTO confirmed, reshipped.",legacy_fd
DEMO-00105,2025-09-29 22:20,2025-09-29 22:21,2025-09-29 22:36,closed,chat,DEMO-C00105,,VA-HP-ST3,Other,Low,Chat Frontline,DEMO-A005,0,3.0,,,N,"hello
paid on 19 sep, still waiting for something to show up
my strata 3 headphones","crr conf dlvry for 30 Sep, cx informed. Issue: shipment not rcvd. chk AWB with crr. [closed]",helpdesk
DEMO-00106,2026-04-02 03:12,2026-04-02 05:32,2026-04-02 05:55,closed,email,DEMO-C00106,DEMO-ORDER,VA-EB-PL2,Other,Normal,Email Frontline,DEMO-A006,0,4.0,,,N,This is very disappointing. I bought my Pulse 2 on May 31. locked out of my own account since around Diwali. I already tried 5 times. Refund. Now.,"Ticket raised for unable to log in. chk OTP logs. OTP resent, cx logged in. Follow-up not required. //ROH",helpdesk
DEMO-00107,2026-01-18 00:18,2026-01-18 02:27,2026-01-18 03:07,resolved,social,DEMO-C00107,DEMO-ORDER,VA-EB-PL1,Charging & Battery,Normal,Chat Frontline,DEMO-A007,0,4.0,,,Y,"helo
left earbud not charging, right one is fine",cx states left bud not charging. Walked through factory reset. rplc raised for full set. Cx informed. //ROH,helpdesk
DEMO-00108,2026-01-10 01:04,2026-01-10 01:09,2026-01-10 01:22,resolved,chat,DEMO-C00108,DEMO-ORDER,VA-SP-ORB,Product Enquiry,High,Chat Frontline,DEMO-A008,0,,,,N,"sir ji
is my orbit compatible with my tv
please help karo",Cx says product enquiry. Shared spec sheet. Cx satisfied. Case closed with cx consent. //ROH,helpdesk
DEMO-00109,2026-06-02 16:15,2026-06-02 22:10,2026-06-02 22:22,resolved,social,DEMO-C00109,,VA-EB-AIR,Billing & Payments,High,Billing,DEMO-A009,0,,,,N,"[NAME]/Madam,

I am writing wth reference to my order of AirLite placed on 02/06.  Coupon code not working. I haev trid on app and website. I request you to process a refund to my original paymnt method.

Yours faithfully,
[NAME]
Kolkata","reported: coupon not applied. checked coupon validity. adv coupon terms, rslvd.",helpdesk
DEMO-00110,2026-05-01 11:08,2026-05-01 14:00,2026-05-01 14:25,closed,social,DEMO-C00110,DEMO-ORDER,VA-EB-PL1,Connectivity,Normal,Chat Frontline,DEMO-A010,0,4.0,,,N,not acceptable at this price.  bought pulse earbuds around april 18 from vireo.in. random disconnects during calls. i already turned off wifi. escalate this to someone senior.,see prev,helpdesk
DEMO-00111,2025-06-17 14:18,2025-06-17 15:16,2025-06-20 09:59,resolved,email,DEMO-C00111,DEMO-ORDER,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,DEMO-A011,1,3.0,1000.0,RETURN-QC-OK,N,"dear sir/madam,
this is regarding pulse 1.  refund was promised 9 days ago & nothing.
i checked bank. nothing changed.
i want a replacement.",Cust contacted re refund not credited. Checked refund status on PG. Transferred to [NAME]. Refund conf credited. (SOP 2.7) ~Sukhwinder,legacy_fd
DEMO-00112,2025-12-17 20:49,2025-12-17 21:01,2025-12-17 21:15,closed,voice,DEMO-C00112,,VA-EB-PL1,Audio Quality,Low,Voice Frontline,DEMO-A012,0,2.0,,,N,people cannot hear me on calls - can someone fix this?,Replacement raised. Issue: mic not working on calls. Checked mic permissions on phone. (SOP 5.4) ~Farah,helpdesk
DEMO-00113,2025-01-22 11:40,2025-01-22 13:22,2025-01-22 08:04,resolved,email,DEMO-C00113,,VA-EB-PL1,Other,Low,Email Frontline,DEMO-A013,0,0.0,,,N,"hi
i moved houses yesterday and the order is going to the old flat
pulse earbuds
??",Reported: address update. Checked dispatch status. Address updated. (SOP 4.2) ~Sukhwinder,legacy_fd
DEMO-00114,2025-08-11 21:02,2025-08-11 21:59,2025-08-11 16:34,resolved,email,DEMO-C00114,DEMO-ORDER,VA-EB-PL2,Other,Normal,Email Frontline,DEMO-A014,0,4.0,,,N,will this survive a shower - [ID],query answered,legacy_fd
DEMO-00115,2025-09-02 15:26,2025-09-02 18:34,2025-09-05 13:34,resolved,social,DEMO-C00115,DEMO-ORDER,VA-EB-PL2,Returns & Refunds,High,Returns Desk,DEMO-A015,0,3.0,525.0,RETURN-QC-OK,N,"Product: Pulse2
Purchased: 13-08-2025
Issue: refund not received yet
Tried: checked bank
Expected: fix","1. Refund pending
2. chk refund status on PG
3. Refund of Rs 525 initiated to source",legacy_fd
DEMO-00116,2025-07-16 14:00,2025-07-16 14:03,2025-07-16 09:03,resolved,chat,DEMO-C00116,,VA-SP-ORB,Audio Quality,Normal,Chat Frontline,DEMO-A016,0,3.0,,,N,"hi team,
ordered the orbit smart speaker 2 weeks ago.  distorted audio at hiigh volume.
i tried wired mode.
waiting for ur reply.","reported: audio distortion. chk with different source. fw update, cx to monitor. -MI",legacy_fd
DEMO-00117,2025-10-02 20:27,2025-10-03 00:25,2025-10-03 00:35,resolved,email,DEMO-C00117,,VA-SW-NX2,Billing & Payments,High,Billing,DEMO-A017,0,,,,N,"I was promised a discount on the call, invoice shows none - pelase resolve asap",cx: coupon not applied | checked coupon validity -> store credit issued,helpdesk
DEMO-00118,2025-04-13 12:51,2025-04-13 12:59,2025-04-13 08:00,resolved,chat,DEMO-C00118,DEMO-ORDER,VA-EB-PL1,Charging & Battery,Normal,Chat Frontline,DEMO-A018,0,0.0,,,N,"Hello, My earlier ticket got closed without a fix. [NAME] earbuds last month. Battery drains very fast, barely lasts 2 hours. I turned off always-on display. Nothing changed. Pathetic experience honestly. Please help.",done,legacy_fd
DEMO-00119,2026-01-26 13:33,2026-01-26 14:20,2026-01-26 14:38,resolved,voice,DEMO-C00119,,VA-SP-MINI,Account & Login,Normal,Voice Frontline,DEMO-A019,0,,,,N,[IVR transcript] Honstly regretting this purchase. Got orbit mini from vireo.in arund Diwali. locked out of my own account since around Diwali. I already tried 5 times. Escalate this to someoen senior.,Account unlocked. Issue: unable to log in. chk number on account. ~Farah,helpdesk
DEMO-00120,2025-04-18 15:31,2025-04-18 18:42,2025-04-30 20:28,resolved,email,DEMO-C00120,,VA-EB-PL1,Warranty & Repair,Normal,Escalations & Warranty,DEMO-A020,0,,,,Y,"HEY, THIS IS REGARDING THE PULSE BUDS.  The charging case is not charging. Can someone fix this? Thanks in advance",new unit shipped under doa. issue: case not charging. asked cx to try different cable + adaptor.,helpdesk
